
east:821070.0, north:807840.0, Cheung Chau, 長洲
east:847433.0, north:828667.0, 26 La Caleta, 盈峰灣26號
east:847441.0, north:828666.0, 27 La Caleta, 盈峰灣27號
east:847433.0, north:828681.0, 28 La Caleta, 盈峰灣28號
east:847441.0, north:828681.0, 29 La Caleta, 盈峰灣29號
east:847396.0, north:828590.0, 3 La Caleta, 盈峰灣3號
east:847479.0, north:828648.0, 32 La Caleta, 盈峰灣32號
east:847472.0, north:828648.0, 33 La Caleta, 盈峰灣33號
east:847464.0, north:828667.0, 36 La Caleta, 盈峰灣36號
east:847471.0, north:828667.0, 37 La Caleta, 盈峰灣37號
east:847483.0, north:828681.0, 38 La Caleta, 盈峰灣38號
east:847475.0, north:828682.0, 39 La Caleta, 盈峰灣39號
east:847389.0, north:828589.0, 6 La Caleta, 盈峰灣6號
east:847492.0, north:828704.0, 61 La Caleta, 盈峰灣61號
east:847499.0, north:828717.0, 62 La Caleta, 盈峰灣62號
east:847472.0, north:828713.0, 66 La Caleta, 盈峰灣66號
east:847462.0, north:828716.0, 67 La Caleta, 盈峰灣67號
east:847439.0, north:828736.0, 68 La Caleta, 盈峰灣68號
east:847456.0, north:828748.0, 69 La Caleta, 盈峰灣69號
east:847382.0, north:828589.0, 7 La Caleta, 盈峰灣7號
east:847450.0, north:828748.0, 70 La Caleta, 盈峰灣70號
east:847389.0, north:828614.0, 8 La Caleta, 盈峰灣8號
east:847395.0, north:828614.0, 9 La Caleta, 盈峰灣9號
east:824684.0, north:837876.0, LA GRANDE VINEYARD, 葡萄薈
east:837010.0, north:813825.0, La Rue Building, 港安大廈
east:836766.21875, north:821445.524350001, LA SALLE ROAD, 喇沙利道
east:837128.0, north:814374.0, La Vogue Court, 利華閣
east:816685.0, north:826155.0, Villa La Plage, 瑧譽
east:836765.0, north:821634.0, la salle 55, 
east:836872.0, north:821077.0, LA SALLE COLLEGE, 喇沙書院
east:836795.0, north:821417.0, La Salle Court, 喇沙閣
east:811740.318, north:816028.739, Tung Chung, 東涌
east:811395.0, north:816505.0, TUNG CHUNG BATTERY, 東涌小炮台
east:810900.0, north:816300.0, Tung Chung Bay, 東涌灣
east:811463.0, north:815453.0, TUNG CHUNG FORT, 東涌炮台
east:813946.51745, north:811096.209380001, TUNG CHUNG ROAD, 東涌道
east:811986.0, north:816711.0, Tung Chung Station, 東涌站
east:810823.9, north:815688.4, TUNG CHUNG CAMP, 東涌營
east:811459.0, north:815444.0, Tung Chung Public School, 東涌公立學校
east:812529.0, north:815046.0, New Tung Chung Hang, 新東涌坑
east:811402.0, north:816029.0, TUNG CHUNG CATHOLIC SCHOOL, 東涌天主教學校
east:811789.0, north:816935.0, Tung Chung Community Garden, 東涌社區園圃
east:811899.0, north:817279.0, Tung Chung Development Pier, 東涌發展碼頭
east:812633.89755, north:816682.105900001, TUNG CHUNG EASTERN INTERCHANGE, 東涌東交匯處
east:811790.0, north:816719.0, Tung Chung Post Office, 東涌郵政局
east:811673.11498, north:816037.220760001, TUNG CHUNG ROAD NORTH, 東涌道北
east:811866.60839, north:817130.964810001, TUNG CHUNG WATERFRONT ROAD, 東涌海濱路
east:811989.0, north:816716.0, MTR Tung Chung Station, 港鐵東涌站
east:812028.0, north:816292.0, Tung Chung Ambulance Depot, 東涌救護站
east:811765.0, north:816617.0, Tung Chung Crescent Club House, 東堤灣畔住客會所
east:811695.0, north:816838.0, Tung Chung Cable Car Terminal, 東涌纜車站
east:812233.0, north:817249.0, Tung Chung Community Liaison Centre, 東涌社區聯絡中心
east:811913.0, north:816573.0, TUNG CHUNG CRESCENT PHASE 1, 東堤灣畔第1期
east:811781.0, north:816676.0, TUNG CHUNG CRESCENT PHASE 2, 東堤灣畔第2期
east:813248.0, north:817098.0, Tung Chung Electric Sub-station, 
east:811830.0, north:815570.0, Tung Chung Our Lady's Kindergarten, 東涌聖母幼稚園
east:811245.0, north:815494.0, TUNG CHUNG ROAD SOCCER PITCH, 東涌道足球場
east:811832.0, north:816601.0, TUNG CHUNG CRESCENT, 東堤灣畔
east:811971.91284, north:816687.7632, MTR Tung Chung Station-A Access, 港鐵東涌站-A進出口
east:811951.1097, north:816695.18592, MTR Tung Chung Station-B Access, 港鐵東涌站-B進出口
east:812035.565, north:816771.674, MTR Tung Chung Station-C Access, 港鐵東涌站-C進出口
east:812042.9986, north:816744.12661, MTR Tung Chung Station-D Access, 港鐵東涌站-D進出口
east:811830.0, north:815570.0, Tung Chung Our Lady of Visitation Chapel, 東涌聖母訪親小堂
east:811697.96747125, north:815809.20433557, Tung Chung Integrated Services Centre, 東涌綜合服務中心
east:811709.23129409, north:815843.16299337, Tung Chung Integrated Service Centre, 東涌綜合服務中心
east:811756.0, north:815676.0, CITYBUS LIMITED TUNG CHUNG BUS DEPOT, 城巴有限公司東涌巴士廠
east:811762.0, north:815312.0, TUNG CHUNG FRESH WATER SERVICE RESERVOIR, 東涌食水配水庫
east:811577.0, north:814119.0, TUNG CHUNG ROAD BURIAL GROUND NO.18, 東涌道１８號塋葬區
east:812673.65161188, north:816887.00616087, Tung Chung North Park (Area A2), 東涌北公園 (A2區)
east:811789.7, north:816719.0, Tung Chung Post Office iPostal Station, 東涌郵政局智郵站
east:811789.66896208, north:816719.04647217, Tung Chung Post Office iPostal Kiosk, 東涌郵政局智郵寄
east:812221.0, north:816680.0, Tung Chung Health Centre, 東涌健康中心
east:812179.0, north:816638.0, Tung Chung Health Centre, 東涌健康中心
east:812927.0, north:816959.0, TUNG CHUNG NORTH PARK, 東涌北公園
east:812297.0, north:816876.0, Tung Chung Public Library, 東涌公共圖書館
east:811754.0, north:815576.0, Tung Chung Rural Committee, 東涌鄉事委員會
east:811660.0, north:816732.0, Tung Chung Swimming Pool, 東涌游泳池
east:811796.0, north:816718.0, Islands Home Affairs Enquiry Centre (Tung Chung), 離島民政諮詢中心 (東涌)
east:812036.0, north:816283.0, Tung Chung Fire Station-Cum-Ambulance Depot, 東涌消防局暨救護站
east:811800.39576691, north:816723.97522018, Tung Chung Post Office iPostal Station 2, 東涌郵政局智郵站 2
east:812116.36029997, north:816683.01417858, Tung Chung Integrated Home Care Services Team, 東涌綜合家居照顧服務隊
east:836087.1, north:818091.8, JOLLY RESTAURANT, 壹食就醉
east:832099.1071713, north:825128.17185501, MacLehose Restaurant, 麥理浩餐廳
east:840957.44215241, north:819405.84510859, Hong Lin Restaurant, 康年餐廳
east:836680.0, north:815409.1, MAMADAY RESTAURANT & BAR, 嘛嘛地
east:835843.34361964, north:815439.86864013, Our City Love Restaurants, 友善香港好餐廳
east:835462.3, north:819727.8, UPPER BAR AND RESTAURANT, UPPER BAR AND RESTAURANT
east:814219.0, north:827028.0, Tuen Mun Recreation and Sports Centre General Restaurant and Pro Shop, 屯門康樂體育中心餐廳及體育用品專門店
east:838962.0, north:827898.0, STAR SEAFOOD FLOATING RESTAURANT, 明星海鮮舫
east:834754.0, north:815418.0, Park Inn Restaurant & Bar (Previous Name), 湖心餐廳 (前稱)
east:838250.0, north:828511.0, Tao Heung Training Restaurant (Other Name), 稻香訓練酒樓 (別稱)
east:842233.0, north:815517.0, Lei Yue Mun Park Restaurant (Other Name), 鯉魚門公園餐廳 (別稱)
east:839585.0, north:821557.0, Hong Kong Federation of Youth Groups Jockey Club Ping Shek Youth S.P.O.T., 香港青年協會賽馬會坪石青年空間
east:831037.9, north:823340.3, Wi-Fi.HK Hotspot Locations: Carnival Restaurant (Kwai Chung), Wi-Fi.HK 熱點位置: 嘉年華海鮮酒家-賢麗苑商場
east:836127.8, north:812018.3, Wi-Fi.HK Hotspot Locations: Neptune Restaurant, Ocean Park, Wi-Fi.HK 熱點位置: 海洋公園 - 海龍王餐廳
east:836127.8, north:812018.3, Wi-Fi.HK Hotspot Locations: Tuxedos Restaurant, Ocean Park, Wi-Fi.HK 熱點位置: 海洋公園 - 冰極餐廳
east:832540.1, north:816578.4, Wi-Fi.HK Hotspot Locations: Star Seafood Restaurant - Western District, Wi-Fi.HK 熱點位置: 明星海鮮酒家-西環
east:842105.0, north:813842.0, Wellcome Supermarket-Hing Wah, 惠康超級市場-興華
east:836127.8, north:812018.3, Wi-Fi.HK Hotspot Locations: The Bayview Restaurant, Ocean Park, Wi-Fi.HK 熱點位置: 海洋公園 - 灣景餐廳
east:835868.9, north:821992.9, Wi-Fi.HK Hotspot Locations: City Express, City Chinese Restaurant, and City Top, Wi-Fi.HK 熱點位置: 城大食坊,城大中菜廳,城峰閣
east:815535.0, north:827670.0, Wellcome Supermarket-On Ting, 惠康超級市場-安定
east:834675.0, north:834518.0, Street Posting Box No. 446, 編號446郵箱
east:845956.7, north:826995.1, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 06569), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 06569)
east:814887.0, north:829864.1, Street Posting Box No. 700, 編號700郵箱
east:839576.5, north:821559.6, Recycling Organisations and Collection Points: The Hong Kong Federation of Youth Groups – Jockey Club Ping Shek Youth S.P.O.T, 回收機構及收集點： 香港青年協會 - 賽馬會坪石青年空間
east:820493.9, north:817138.6, Wi-Fi.HK Hotspot Locations: Discovery Bay Club, Wi-Fi.HK 熱點位置: 愉景灣尊貴會所
east:845199.0, north:822013.0, Recycling Organisations and Collection Points: McDonald's, 回收機構及收集點： 麥當勞
east:834453.0, north:815816.9, Registered WiFi Access Points: Hong Kong Telecommunications (HKT) Limited (APID 05160), 已登記的WiFi 熱點: Hong Kong Telecommunications (HKT) Limited (APID 05160)
east:820514.5, north:817147.4, Wi-Fi.HK Hotspot Locations: Discovery Bay Club, Wi-Fi.HK 熱點位置: 愉景灣尊貴會所
east:824406.0, north:825436.0, Recycling Organisations and Collection Points: McDonald's, 回收機構及收集點： 麥當勞
east:831124.0, north:824294.6, Registered WiFi Access Points: Hong Kong Broadband Network Limited (APID 02595), 已登記的WiFi 熱點: 香港寬頻網絡有限公司 (APID 02595)
east:837198.2, north:815640.1, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:828720.5, north:823921.5, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:828704.56362584, north:823894.2785386, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 06946), 已登記的WiFi 熱點: 香港電話有限公司 (APID 06946)
east:831039.43915024, north:823338.76907959, Registered WiFi Access Points: Hong Kong Broadband Network Limited (APID 02572), 已登記的WiFi 熱點: 香港寬頻網絡有限公司 (APID 02572)
east:831352.3, north:840337.1, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:831106.12635638, north:840504.479983, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07021), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07021)
east:846019.2835844, north:827037.6758218, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07676), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07676)
east:833439.0, north:814683.0, Registered WiFi Access Points: HGC Global Communications Limited (APID 00573), 已登記的WiFi 熱點: 環球全域電訊有限公司 (APID 00573)
east:836927.0, north:818049.0, Registered WiFi Access Points: HGC Global Communications Limited (APID 01120), 已登記的WiFi 熱點: 環球全域電訊有限公司 (APID 01120)
east:830046.91000643, north:825872.77917023, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 06991), 已登記的WiFi 熱點: 香港電話有限公司 (APID 06991)
east:834656.51626436, north:834522.62385159, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07151), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07151)
east:837198.97863632, north:815642.19020952, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07383), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07383)
east:837737.5, north:816238.5, Registered WiFi Access Points: Hong Kong Broadband Network Limited (APID 03602), 已登記的WiFi 熱點: 香港寬頻網絡有限公司 (APID 03602)
east:838204.9, north:816787.0, Registered WiFi Access Points: Hong Kong Broadband Network Limited (APID 03696), 已登記的WiFi 熱點: 香港寬頻網絡有限公司 (APID 03696)
east:839585.8998133, north:821592.08434677, Wi-Fi.HK Hotspot Locations: ISSHK - Programme for Portable Comprehensive Social Security Assistance and Programme for Old Age Allowance Recipients under the “Fujian Scheme”, Wi-Fi.HK 熱點位置: 香港國際社會服務社 協助「綜援長者廣東及福建省養老計劃」 及 協助「福建計劃」高齡津貼受惠長者服務
east:835416.3, north:834816.1, Wi-Fi.HK Hotspot Locations: PCCW Phone Booth, Wi-Fi.HK 熱點位置: 電訊盈科電話亭
east:836585.3, north:818453.6, Registered WiFi Access Points: Y5ZONE Limited (APID 08390), 已登記的WiFi 熱點: Y5ZONE Limited (APID 08390)
east:819659.6, north:817501.5, Wi-Fi.HK Hotspot Locations: Discovery Bay Recreation Club, Wi-Fi.HK 熱點位置: 愉景灣康樂會
east:835414.22768925, north:834812.79149286, Registered WiFi Access Points: PCCW-HKT Telephone Limited (APID 07215), 已登記的WiFi 熱點: 香港電話有限公司 (APID 07215)
east:835101.0, north:834881.0, Registered WiFi Access Points: Hong Kong Broadband Network Limited (APID 03016), 已登記的WiFi 熱點: 香港寬頻網絡有限公司 (APID 03016)
east:810758.0, north:814210.0, Lo Hon Buddhist Monastery, 羅漢寺
east:829602.0, north:838157.0, , 波苑
east:834420.0, north:822358.0, So Uk, 蘇屋
east:834880.50432, north:815144.94187, BORRETT ROAD, 波老道
east:837220.0, north:810640.0, Middle Island, 熨波洲
east:848137.58042, north:818583.673359999, HIU PO PATH, 曉波徑
east:835451.59375, north:818664.625, NING PO STREET, 寧波街
east:828350.79323, north:840607.53183, PO LAU ROAD, 波樓路
east:826935.0, north:830976.0, Po Lo Shan, 波羅山
east:828645.0, north:808875.0, Po Lo Tsui, 波羅咀
east:824931.51032, north:833204.114119999, PO TEI ROAD, 波地路
east:833746.67791, north:816243.61475, JERVOIS STREET, 蘇杭街
east:837280.65625, north:819702.84375, KIANG SU STREET, 江蘇街
east:836751.76339478, north:826344.81943701, 滿記汽車, 滿記汽車
east:836765.0, north:814598.0, PARSEE CEMETERY, 波斯墳場
east:836852.36312, north:815696.886670001, PERCIVAL STREET, 波斯富街
east:826563.99866, north:833658.496789999, RUE DE BORDEAUX, 波爾多徑
east:833776.0, north:816265.0, Jervois House, 蘇杭樓
east:837915.48729238, north:820229.03607335, PO KEE MOTOR SERVICE, 波記汽車服務
east:834179.0, north:822316.0, So Uk Shopping Centre, 蘇屋商場
east:834086.0, north:822391.0, So Uk Shopping Centre, 蘇屋商場
east:838303.0, north:817000.0, K. C. Mansion, 蘇浙大廈
east:838730.0, north:816459.0, Kiangsu Chekiang College, 蘇浙公學
east:829928.0, north:832975.0, Microwave Station, 微波發射站
east:817535.0, north:827731.0, Microwave Station, 微波發射站
east:834935.0, north:814875.0, 21 Borrett Road, 波老道２１號
east:836905.0, north:815549.0, Percival House, 波斯富大廈
east:830753.0, north:815319.0, Mount Davis Microwave Station, 摩星嶺微波站
east:841562.0, north:820634.0, Ning Po No. 2 College, 寧波第二中學
east:828576.70904, north:840149.53131, ZURICH AVENUE, 蘇黎世大道
east:832744.0, north:815828.0, Mirror Marina, 鑑波樓
east:840114.0, north:821554.0, Cheung Bor House, 長波樓
east:817828.0, north:835705.0, Chung Po House, 頌波閣
east:831134.0, north:824569.0, Yuet Bor Building, 月波樓
east:842050.74645535, north:814311.61134287, SoBakery, 甦爐
east:832481.7, north:821289.3, 新記汽車工程, 新記汽車工程
east:844958.74143409, north:832388.34592261, 林記汽車服務, 林記汽車服務
east:835707.0, north:815009.0, Hong Kong Tang King Po College, 香港鄧鏡波書院
east:833669.0, north:816242.0, So Hong Commercial Building, 蘇杭商業大廈
east:831154.0, north:824679.0, Kiangsu-Chekiang College (Kwai Chung), 葵涌蘇浙公學
east:838058.0, north:827709.0, Kiangsu-Chekiang College (Shatin), 沙田蘇浙公學
east:833505.12181586, north:843667.13365819, MR. SO MOTORS ENGINEERING COMPANY, 蘇記汽車工程公司
east:834071.0, north:812149.0, , 海波大樓
east:836178.0, north:818716.0, CLUB DE RECREIO, 西洋波會
east:840934.0, north:819733.0, Ning Po College, 寧波公學
east:834570.5, north:821035.4, SO HOME, 蘇豪宅
east:829099.0, north:826561.0, Soochow House, 蘇州樓
east:834195.0, north:822457.0, SO UK ESTATE, 蘇屋邨
east:837380.0, north:810755.0, Royal Hong Kong Yacht Club Middle Island, 香港遊艇會熨波洲
east:835827.3, north:817603.3, APOLLO GUEST HOUSE, 阿波羅賓館
east:837081.0, north:820139.0, TANG KING PO SCHOOL, 鄧鏡波學校
east:829033.114, north:839564.868, Beas River Country Club, 雙魚河鄉村會所
east:843957.0, north:810626.0, Shek O Country Club, 石澳鄉村俱樂部
east:836408.0, north:811759.0, The Hong Kong Country Club, 香港鄉村俱樂部
east:833746.0, north:835954.0, Hong Lok Yuen Country Club, 康樂園鄉村俱樂部
east:848692.604, north:814306.016, The Clearwater Bay Golf and Country Club, 清水灣鄉村俱樂部
east:831044.0, north:827016.0, Hilltop Country Club, 顯達鄉村俱樂部
east:840462.0, north:809878.0, The American Club, 美國會所
east:838724.0, north:826366.0, RONALD MCDONALD HOME, 麥當勞叔叔之家
east:837193.0, north:815637.0, McDonald's Building, 麥當勞大廈
east:838721.0, north:826359.0, Ronald McDonald House, 麥當奴叔叔之家
east:831526.0, north:813718.0, Recycling Organisations and Collection Points: McDonald's, 回收機構及收集點： 麥當勞
east:815960.0, north:829314.0, Recycling Organisations and Collection Points: McDonald's, 回收機構及收集點： 麥當勞
east:835665.0, north:819266.0, Recycling Organisations and Collection Points: McDonald's, 回收機構及收集點： 麥當勞
